63.455	0.0050862	2.4655e-07	0.00057781	0.0014163	0.00010879	2.7086e-06	0.00038569
65.768	0.0053312	8.1082e-07	0.00055386	0.0014804	0.00010844	2.9799e-06	0.00036889
68.081	0.0054721	1.3342e-06	0.00052583	0.0015379	0.00011146	2.8098e-06	0.00035443
70.394	0.0055563	2.2603e-06	0.00049942	0.001588	0.00010753	2.6387e-06	0.00033666
72.707	0.005608	2.7407e-06	0.00047847	0.0016409	0.00010862	2.708e-06	0.00032572
75.02	0.0055992	3.3848e-06	0.00045838	0.0016956	0.00011054	2.3222e-06	0.00031167
77.333	0.0056026	3.3857e-06	0.00044382	0.0017543	0.00011184	2.4685e-06	0.00030107
79.646	0.0055625	3.8843e-06	0.00042557	0.0017944	0.00011296	2.1918e-06	0.00029564
81.96	0.0055512	5.3162e-06	0.00040918	0.0018521	0.00011616	2.1147e-06	0.00028806
84.273	0.0055286	5.4626e-06	0.00039588	0.0018947	0.00011607	2.232e-06	0.00028121
86.586	0.0055153	5.4478e-06	0.00038273	0.0019572	0.00011807	2.5168e-06	0.00027816
88.899	0.0055134	5.895e-06	0.00036931	0.0020122	0.00011967	2.6017e-06	0.00027217
91.212	0.0055075	5.4562e-06	0.00035773	0.0020554	0.00012097	2.7674e-06	0.00026705
93.525	0.0054838	5.1219e-06	0.00034955	0.0020833	0.00011921	3.0083e-06	0.00026281
95.838	0.0055039	5.2746e-06	0.00034374	0.0021354	0.00011913	3.3485e-06	0.00026107
98.152	0.0054976	5.2508e-06	0.00033732	0.0021746	0.00012111	3.2471e-06	0.0002589
100.46	0.0054752	5.1971e-06	0.0003334	0.0022046	0.0001201	2.9706e-06	0.00025693
102.78	0.0054996	5.9248e-06	0.00032571	0.0022564	0.00012053	3.2058e-06	0.00025644
105.09	0.0055157	5.4443e-06	0.00032107	0.0022994	0.00012039	3.0321e-06	0.00025235
107.4	0.005521	5.9564e-06	0.00031513	0.002341	0.00012025	3.2886e-06	0.00025279
109.72	0.0055328	6.0792e-06	0.00030716	0.0023668	0.00011972	2.951e-06	0.00025037
112.03	0.0055537	7.0909e-06	0.00030221	0.0024142	0.00011939	3.0729e-06	0.000251
114.34	0.0055414	7.2318e-06	0.00029874	0.002448	0.00011895	3.4512e-06	0.00025096
116.66	0.005555	7.0775e-06	0.0002916	0.002476	0.00011942	3.4811e-06	0.0002502
118.97	0.0055643	8.9308e-06	0.00028684	0.0025177	0.00011878	3.2212e-06	0.00024865
121.28	0.0055654	8.7718e-06	0.00028654	0.0025479	0.00011861	3.393e-06	0.00024729
123.6	0.0055689	9.0102e-06	0.0002829	0.0025874	0.00011577	3.6275e-06	0.00024451
125.91	0.0055721	9.906e-06	0.0002797	0.0026075	0.00011561	3.838e-06	0.00024519
128.22	0.0055655	1.0089e-05	0.00027654	0.0026468	0.00011459	3.5878e-06	0.00024449
130.54	0.0055638	1.0567e-05	0.00027077	0.0026733	0.00011323	3.9142e-06	0.00024527
132.85	0.0055515	1.0509e-05	0.00026859	0.002706	0.00011298	3.8022e-06	0.00024437
135.16	0.0055661	1.1141e-05	0.00026533	0.0027269	0.00011179	3.9293e-06	0.00024229
137.47	0.0055375	1.2171e-05	0.0002621	0.0027519	0.0001132	4.3755e-06	0.0002418
139.79	0.0055378	1.2336e-05	0.00025773	0.0027767	0.00011025	4.084e-06	0.00023983
142.1	0.0055654	1.2452e-05	0.00025805	0.0027892	0.00010916	4.2181e-06	0.00024247
144.41	0.0055511	1.2255e-05	0.00025591	0.0028019	0.00010918	4.2789e-06	0.00023945
146.73	0.0055594	1.3259e-05	0.00025321	0.002827	0.00010901	4.3118e-06	0.00024089
149.04	0.005572	1.3627e-05	0.00025211	0.0028403	0.00010792	4.7879e-06	0.0002395
151.35	0.0055771	1.3887e-05	0.00024981	0.0028463	0.00010702	4.3599e-06	0.00023815
153.67	0.0055811	1.3757e-05	0.00024801	0.0028921	0.00010531	4.6845e-06	0.0002419
155.98	0.0055832	1.3437e-05	0.00024573	0.002907	0.00010624	4.9645e-06	0.00023893
158.29	0.0055896	1.3761e-05	0.00024368	0.0029437	0.00010368	5.3111e-06	0.00024274
160.61	0.0056024	1.3354e-05	0.00024502	0.0029556	0.00010363	4.8008e-06	0.00024348
162.92	0.0055803	1.4892e-05	0.00024331	0.0029784	0.00010348	5.1937e-06	0.0002414
165.23	0.0055732	1.4853e-05	0.0002422	0.0029899	0.00010426	5.2847e-06	0.00024314
167.55	0.0055614	1.4671e-05	0.00023823	0.0030128	0.00010326	5.5946e-06	0.00024268
169.86	0.0055438	1.4797e-05	0.00023873	0.0030266	0.00010336	5.1793e-06	0.00024315
172.17	0.0055403	1.4792e-05	0.0002368	0.0030403	0.00010153	5.2341e-06	0.00024152
174.48	0.0055141	1.5745e-05	0.0002332	0.0030602	0.00010119	5.5595e-06	0.00024125
176.8	0.0055045	1.5955e-05	0.00023146	0.0030762	0.00010146	5.5952e-06	0.00024141
179.11	0.0054901	1.6002e-05	0.00023209	0.003084	0.00010044	5.6346e-06	0.00024287
181.42	0.0054801	1.5836e-05	0.00023149	0.0030966	0.00010003	6.2073e-06	0.0002418
183.74	0.0054745	1.6787e-05	0.00023004	0.0031182	0.0001002	6.4283e-06	0.00023979
186.05	0.0054821	1.6107e-05	0.00022774	0.0031233	9.8864e-05	7.2688e-06	0.00024359
188.36	0.0054695	1.7308e-05	0.00022697	0.003149	9.6429e-05	7.2371e-06	0.00024115
190.68	0.0054705	1.6753e-05	0.00022646	0.0031675	9.9302e-05	7.1926e-06	0.00023938
192.99	0.0054882	1.6451e-05	0.00022571	0.0031657	9.9236e-05	6.6697e-06	0.0002411
195.3	0.0054752	1.7348e-05	0.00022139	0.0031784	9.7332e-05	7.345e-06	0.00024052
197.62	0.0054693	1.6214e-05	0.00022065	0.003174	9.6482e-05	7.247e-06	0.00024098
199.93	0.0054679	1.7022e-05	0.0002189	0.0031926	9.723e-05	6.9127e-06	0.00024039
202.24	0.0054669	1.7006e-05	0.00021767	0.0032097	9.6823e-05	6.5464e-06	0.000243
204.56	0.0054577	1.6897e-05	0.00021836	0.0032193	9.5426e-05	6.6476e-06	0.00024262
206.87	0.0054518	1.6984e-05	0.0002173	0.0032305	9.4109e-05	6.7749e-06	0.00024369
209.18	0.0054517	1.662e-05	0.00021581	0.0032543	9.4405e-05	6.9772e-06	0.00024503
211.49	0.0054583	1.8015e-05	0.00021726	0.0032546	9.3272e-05	7.0771e-06	0.00024417
213.81	0.0054399	1.7835e-05	0.00021901	0.0032543	9.3495e-05	6.807e-06	0.00024314
216.12	0.0054553	1.7622e-05	0.0002168	0.003267	9.3529e-05	6.702e-06	0.00024291
218.43	0.0054486	1.7764e-05	0.00021823	0.0032731	9.1548e-05	7.0185e-06	0.00024348
220.75	0.005452	1.7762e-05	0.00021603	0.0032887	9.1204e-05	7.481e-06	0.00024568
223.06	0.0054553	1.7769e-05	0.00021605	0.0033016	9.0178e-05	7.582e-06	0.00024384
225.37	0.0054499	1.8027e-05	0.00021341	0.0033024	9.1718e-05	7.2934e-06	0.00024467
227.69	0.0054508	1.8097e-05	0.0002122	0.0033139	9.0706e-05	7.2057e-06	0.00024623
230	0.0054624	1.7998e-05	0.00021225	0.0033167	8.9888e-05	7.0538e-06	0.00024527
